start
end
         79616896 function calls (79561187 primitive calls) in 53.050 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 various.py:72(<genexpr>)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
        1    0.000    0.000    0.000    0.000 _options.py:22(ScanOptions)
        2    0.000    0.000    0.000    0.000 config.py:596(deprecate_option)
        1    0.000    0.000    0.000    0.000 string_.py:408(BaseStringArray)
        1    0.000    0.000    0.000    0.000 strings.py:61(_override___module__)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:5(CanonicalConstraint)
        1    0.000    0.000    0.000    0.000 _interpolate.py:176(interp1d)
       11    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:719(__truediv__)
        4    0.000    0.000    0.000    0.000 indexing.py:2780(check_dict_or_set_indexers)
        1    0.000    0.000    0.000    0.000 classes.py:679(Categories)
        1    0.000    0.000    0.000    0.000 replace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bary_rational.py:37(_BarycentricRational)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
        8    0.000    0.000    0.000    0.000 __init__.py:431(<genexpr>)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
       20    0.000    0.000    0.000    0.000 mixins.py:17(_binary_method)
        1    0.000    0.000    0.000    0.000 _json.py:1134(Parser)
        8    0.000    0.000    0.000    0.000 generic.py:519(_get_axis_number)
       24    0.000    0.000    0.000    0.000 __init__.py:772(__bool__)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 _bsr.py:24(_bsr_base)
       12    0.000    0.000    0.000    0.000 doccer.py:139(extend_notes_in_docstring)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:379(_pdf_formula)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
        4    0.000    0.000    0.000    0.000 case.py:388(__init_subclass__)
        1    0.000    0.000    0.000    0.000 utils.py:130(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
        1    0.000    0.000    0.000    0.000 ops.py:76(Term)
        1    0.000    0.000    0.000    0.000 pytables.py:5479(Selection)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _multivariate.py:292(multi_rv_frozen)
        5    0.000    0.000    0.000    0.000 _new_distributions.py:411(_moment_raw_formula)
       26    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        2    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        3    0.000    0.000    0.000    0.000 numerictypes.py:239(obj2sctype)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.000    0.000 _constraints.py:228(Bounds)
        1    0.000    0.000    0.000    0.000 {built-in method uarray._uarray.set_global_backend}
        8    0.000    0.000    0.000    0.000 construction.py:887(<genexpr>)
       46    0.000    0.000    0.000    0.000 dataclasses.py:879(_hash_set_none)
        7    0.000    0.000    0.000    0.000 classes.py:597(__init__)
        4    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2507(_pmf_dispatch)
        1    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 _distn_infrastructure.py:848(<genexpr>)
        4    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 apply.py:225(Apply)
        1    0.000    0.000    0.000    0.000 display.py:17(detect_console_encoding)
       23    0.000    0.000    0.000    0.000 config.py:884(inner)
       13    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:816(__init__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1278(fields)
        5    0.000    0.000    0.000    0.000 deprecation.py:163(deprecate_nonkeyword_arguments)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
        1    0.000    0.000    0.000    0.000 extbuild.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _funm_multiply_krylov.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:1569(<genexpr>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:466(_get_sysconfigdata_name)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 resample.py:2359(TimeGrouper)
        1    0.000    0.000    0.000    0.000 report.py:3(ReportBase)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        1    0.000    0.000    0.000    0.000 _osx_support.py:314(_override_all_archs)
        2    0.000    0.000    0.000    0.000 expr.py:153(bin)
        2    0.000    0.000    0.000    0.000 expr.py:192(list)
       20    0.000    0.000    0.000    0.000 arrayprint.py:1070(<genexpr>)
        1    0.000    0.000    0.000    0.000 dtypes.py:2141(ArrowDtype)
        1    0.000    0.000    0.000    0.000 __init__.py:776(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 tfqmr.py:1(<module>)
       18    0.000    0.000    0.000    0.000 enum.py:1691(_simple_enum)
        1    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 pycapsule.py:1(<module>)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 frequencies.py:180(_FrequencyInferer)
       17    0.000    0.000    0.000    0.000 typing.py:3047(<lambda>)
        1    0.000    0.000    0.000    0.000 _parser.py:394(_ymd)
        1    0.000    0.000    0.000    0.000 blocks.py:1609(EABackedBlock)
        1    0.000    0.000    0.000    0.000 _aliases.py:123(ones)
        1    0.000    0.000    0.000    0.000 _zeros_py.py:1122(TOMS748Solver)
       21    0.000    0.000    0.000    0.000 _testutils.py:86(__init__)
       11    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
        1    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 accessor.py:61(PandasDelegate)
        1    0.000    0.000    0.000    0.000 category.py:49(CategoricalIndex)
        1    0.000    0.000    0.000    0.000 _cobyla_py.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _function_base_impl.py:2030(<genexpr>)
        1    0.000    0.000    0.000    0.000 _adapters.py:41(__new__)
        1    0.000    0.000    0.000    0.000 base.py:2852(ExtensionArraySupportsAnyAll)
        1    0.000    0.000    0.000    0.000 __init__.py:189(Path)
        2    0.000    0.000    0.000    0.000 reprlib.py:50(__init__)
        4    0.000    0.000    0.000    0.000 shape_base.py:206(_arrays_for_stack_dispatcher)
        4    0.000    0.000    0.000    0.000 inference.py:106(is_file_like)
        1    0.000    0.000    0.000    0.000 gzip.py:146(GzipFile)
        1    0.000    0.000    0.000    0.000 config.py:98(ConfigParameters)
        4    0.000    0.000    0.000    0.000 numeric.py:1975(isscalar)
        1    0.000    0.000    0.000    0.000 message.py:981(MIMEPart)
        1    0.000    0.000    0.000    0.000 __init__.py:803(PathDistribution)
        1    0.000    0.000    0.000    0.000 _resampling.py:2326(BootstrapMethod)
       23    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       18    0.000    0.000    0.000    0.000 inspect.py:748(getmro)
        1    0.000    0.000    0.000    0.000 sslproto.py:263(SSLProtocol)
        1    0.000    0.000    0.000    0.000 __init__.py:1867(__init__)
        1    0.000    0.000    0.000    0.000 coroutines.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _signal.pthread_sigmask}
        1    0.000    0.000    0.000    0.000 common.py:104(IOHandles)
        1    0.000    0.000    0.000    0.000 grouper.py:69(Grouper)
        1    0.000    0.000    0.000    0.000 loader.py:63(TestLoader)
        1    0.000    0.000    0.000    0.000 _base.py:352(ProductNestedFixed)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4210(Sentinel)
        1    0.000    0.000    0.000    0.000 slice.py:15(PolarsSlice)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
       12    0.000    0.000    0.000    0.000 __init__.py:230(<genexpr>)
        1    0.000    0.000    0.000    0.000 difflib.py:1666(HtmlDiff)
        5    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
        1    0.000    0.000    0.000    0.000 sslproto.py:82(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 thread.py:122(ThreadPoolExecutor)
        1    0.000    0.000    0.000    0.000 _aliases.py:25(arange)
        1    0.000    0.000    0.000    0.000 _interpolate.py:1882(NdPPoly)
        1    0.000    0.000    0.000    0.000 _cubic.py:172(PchipInterpolator)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1244(_kwargs2args)
        1    0.000    0.000    0.000    0.000 core.py:1320(_replace_dtype_fields_recursive)
        2    0.000    0.000    0.000    0.000 _aliases.py:52(empty_like)
        1    0.000    0.000    0.000    0.000 rk.py:74(RungeKutta)
        1    0.000    0.000    0.000    0.000 _rbfinterp.py:62(RBFInterpolator)
        1    0.000    0.000    0.000    0.000 _polyint.py:20(_Interpolator1D)
        7    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:1866(cache_policy)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:152(_pdf_formula)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:190(IterativeSubproblem)
       27    0.000    0.000    0.000    0.000 multiarray.py:197(concatenate)
        6    0.000    0.000    0.000    0.000 __init__.py:668(__new__)
        2    0.000    0.000    0.000    0.000 ext.py:22(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 __init__.py:96(PandasChangeWarning)
        1    0.000    0.000    0.000    0.000 core.py:6528(mvoid)
        1    0.000    0.000    0.000    0.000 _csc.py:17(_csc_base)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:12189(studentized_range_gen)
        1    0.000    0.000    0.000    0.000 _new_distributions.py:506(_mode_formula)
        1    0.000    0.000    0.000    0.000 _internal.py:228(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _cpu_check.py:244(check_cpu_flags)
       28    0.000    0.000    0.000    0.000 __init__.py:194(version)
       19    0.000    0.000    0.000    0.000 typing.py:2880(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 floating.py:173(Float32Dtype)
        1    0.000    0.000    0.000    0.000 indexing.py:32(GroupByIndexingMixin)
        1    0.000    0.000    0.000    0.000 tempfile.py:864(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 _extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _interpolate.py:842(PPoly)
        1    0.000    0.000    0.000    0.000 _multivariate.py:346(multivariate_normal_gen)
       23    0.000    0.000    0.000    0.000 overrides.py:180(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 dtypes.py:1605(BaseMaskedDtype)
        1    0.000    0.000    0.000    0.000 base.py:2872(ExtensionOpsMixin)
        1    0.000    0.000    0.000    0.000 integer.py:223(Int8Dtype)
        1    0.000    0.000    0.000    0.000 apply.py:81(BaseExecutionEngine)
        1    0.000    0.000    0.000    0.000 orthogonal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:337(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 _cobyqa_py.py:1(<module>)
       10    0.000    0.000    0.000    0.000 enum.py:467(<genexpr>)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:549(__subclasshook__)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 six.py:498(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 _testutils.py:138(_TestPythranFunc)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:128(ScalarFunction)
        1    0.000    0.000    0.000    0.000 _ode.py:765(IntegratorBase)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:28(binom_gen)
       10    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       12    0.000    0.000    0.000    0.000 period.py:113(_field_accessor)
        1    0.000    0.000    0.000    0.000 base.py:29(OdeSolver)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3636(TypeAliasType)
        4    0.000    0.000    0.000    0.000 indexing.py:1184(_raise_callable_usage)
        1    0.000    0.000    0.000    0.000 selectn.py:57(SelectN)
        1    0.000    0.000    0.000    0.000 __init__.py:100(CompleteDirs)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:4450(TransformedDistribution)
       12    0.000    0.000    0.000    0.000 __init__.py:672(__init__)
        1    0.000    0.000    0.000    0.000 unstable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1358(__init__)
        1    0.000    0.000    0.000    0.000 _cursor_proxies.py:78(SurrealDBCursorProxy)
        1    0.000    0.000    0.000    0.000 getlimits.py:354(iinfo)
        4    0.000    0.000    0.000    0.000 base.py:5286(_maybe_copy_array_input)
        1    0.000    0.000    0.000    0.000 expr.py:763(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 argparse.py:1750(ArgumentParser)
        1    0.000    0.000    0.000    0.000 utils.py:2786(_get_glibc_version)
        1    0.000    0.000    0.000    0.000 _distribution_infrastructure.py:2310(_entropy_dispatch)
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
        1    0.000    0.000    0.000    0.000 __init__.py:273(EntryPoints)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:4033(rv_sample)
